1003.6,2.7,57.0,13.2,G,G
1006.4,7.7,71.7,12.3,G,G
1001.8,4.3,72.0,12.9,G,G
1005.0,6.3,80.7,11.6,G,G
1007.5,3.0,79.3,11.8,G,G
1006.1,5.3,85.7,10.4,G,G
1005.9,8.7,85.3,10.3,G,G
1010.9,9.3,80.3,10.5,G,G
1013.9,2.7,77.0,10.4,G,G
1011.7,0.0,53.7,10.2,G,G
1008.8,1.3,55.7,10.7,G,G
1005.7,6.3,78.3,10.8,G,Y
1004.2,8.7,91.7,9.4,Y,G
1007.0,8.7,86.3,9.8,G,G
1009.0,8.7,78.7,10.8,G,G
1011.9,7.7,84.7,10.8,G,G
1013.9,5.0,67.7,10.6,G,G
1013.4,5.0,62.0,10.7,G,G
1010.8,6.3,71.0,10.2,G,G
1009.3,4.0,76.7,10.3,G,G
1007.4,2.7,69.7,11.4,G,Y
1005.0,7.0,79.7,12.3,Y,Y
1006.4,4.0,61.0,14.6,Y,G
1003.8,0.0,42.3,18.5,G,K
1004.0,6.3,45.3,18.2,K,Y
1009.4,2.7,71.3,14.3,Y,G
1012.6,2.3,78.0,13.9,G,G
1011.4,0.0,82.7,13.6,G,G
1008.2,3.0,72.7,14.8,G,G
1011.7,4.0,79.3,13.7,G,G
1010.0,0.0,62.3,15.7,G,G
1008.8,2.7,71.3,16.5,G,G
1009.0,0.0,63.3,17.1,G,G
1006.2,7.7,48.3,19.8,G,G
1004.8,0.0,45.3,22.7,G,G
1006.9,0.0,76.3,20.6,G,G
1009.3,0.0,80.7,19.9,G,G
1009.6,1.3,81.0,18.9,G,G
1006.0,1.0,72.0,19.8,G,G
1008.4,6.0,77.0,19.2,G,G
1009.9,0.0,61.0,20.3,G,G
1010.0,0.0,62.3,20.0,G,G
1004.0,0.0,63.0,20.0,G,G
998.4,0.0,42.0,25.3,G,G
999.4,0.0,40.3,23.7,G,G
1007.0,1.3,72.0,19.7,G,G
1002.2,1.7,68.7,22.2,G,G
1002.6,0.0,77.0,21.6,G,G
1003.9,0.0,35.7,24.2,G,G
1008.8,1.7,70.0,19.5,G,G
1012.5,0.0,61.0,18.4,G,G
1009.5,3.0,65.7,18.6,G,G
1006.7,7.3,69.3,18.6,G,Y
1006.3,6.3,72.0,18.2,Y,Y
1009.9,0.0,58.3,18.5,Y,G
1013.5,5.3,74.3,19.5,G,G
1013.9,5.0,70.7,18.4,G,Y
1009.3,9.0,94.7,14.1,Y,Y
1009.0,5.3,66.3,16.0,Y,Y
1007.8,5.3,69.7,16.8,Y,Y
1009.0,5.3,69.0,18.5,Y,G
1010.4,0.7,58.3,21.4,G,G
1011.0,0.0,52.7,23.2,G,G
1010.0,1.0,63.7,22.0,G,G
1008.1,0.0,80.7,21.2,G,G
1007.6,3.3,73.0,21.4,G,G
1008.1,1.7,79.0,21.8,G,G
1006.8,2.3,74.7,22.0,G,G
1006.8,0.0,73.3,22.9,G,G
1007.8,4.3,81.7,23.5,G,G
1009.1,2.0,82.7,24.2,G,G
1008.6,1.0,80.3,24.7,G,G
1007.0,3.7,79.3,24.5,G,G
1007.8,4.0,85.0,25.0,G,G
1009.2,0.0,77.0,26.1,G,G
1006.8,4.0,82.3,25.4,G,Y
1005.3,6.7,81.0,24.8,Y,G
1007.5,8.0,62.7,20.0,G,G
1008.8,6.3,50.0,20.3,G,G
1009.7,4.0,59.7,22.1,G,G
1011.5,5.0,60.7,21.7,G,G
1010.1,2.0,68.0,21.6,G,G
1008.6,1.0,65.7,22.0,G,G
1009.5,2.0,68.0,21.6,G,G
1010.5,3.7,69.3,22.2,G,G
1009.8,4.0,70.0,22.3,G,G
1006.3,4.3,74.3,23.5,G,G
1004.8,5.0,75.0,23.0,G,G
1005.1,4.7,77.0,23.0,G,G
1006.6,0.3,74.0,23.3,G,G
1008.8,3.7,64.3,23.2,G,G
1009.9,2.0,58.0,22.0,G,G
1011.5,5.7,58.0,21.4,G,G
1011.8,4.3,55.0,22.2,G,G
1011.9,0.0,59.7,23.5,G,G
1010.8,3.7,67.3,23.4,G,G
1009.2,4.0,56.3,23.1,G,G
1008.0,4.0,58.3,22.9,G,G
1009.2,0.0,65.7,22.6,G,G
1008.9,0.0,62.0,24.0,G,G
1007.9,4.0,70.7,24.2,G,G
1007.1,1.7,67.7,24.3,G,G
1003.7,1.7,67.7,24.4,G,G
1003.9,2.7,68.7,24.8,G,G
1004.5,0.0,67.0,24.2,G,G
1003.6,0.0,59.7,23.4,G,G
1004.2,0.0,67.7,23.8,G,G
1003.0,0.0,67.0,24.0,G,G
1002.5,1.7,70.3,23.9,G,G
1001.4,0.0,71.0,24.6,G,G
1001.0,0.0,58.7,26.3,G,G
1001.4,1.0,74.0,26.3,G,G
997.7,3.7,68.7,25.3,G,Y
997.0,3.7,78.3,22.8,Y,G
1001.9,1.7,58.7,24.1,G,G
1002.0,0.0,62.0,25.0,G,G
999.0,1.7,54.0,27.0,G,G
1003.3,0.0,59.7,25.3,G,G
1004.0,0.0,68.0,24.8,G,G
1004.4,0.0,65.7,24.6,G,G
1004.8,3.3,69.0,25.0,G,G
1005.0,3.7,68.3,25.9,G,G
